"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"76393099999","2021-01-06","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  72.6"," 4","  43.6"," 4","1013.0"," 4","955.8"," 4","  2.3"," 4","  4.4"," 4","  7.8","999.9","  80.6","*","  65.8","*"," 0.00","G","999.9","000000"
"76393099999","2021-01-11","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  46.1"," 4","  38.1"," 4","1027.1"," 4","967.3"," 4","  2.1"," 4","  1.9"," 4","  1.9","999.9","  61.5"," ","  38.1"," "," 0.02","G","999.9","000000"
"76393099999","2021-01-12","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  45.6"," 4","  37.7"," 4","1028.9"," 4","968.4"," 4","  1.2"," 4","  1.9"," 4","  1.9","999.9","  50.0"," ","  38.1"," "," 0.03","G","999.9","000000"
"76393099999","2021-01-21","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  59.4"," 4","  56.5"," 4","1018.2"," 4","959.8"," 4","  0.5"," 4","  1.9"," 4","  1.9","999.9","  65.1","*","  56.1","*"," 0.27","G","999.9","000000"
"76393099999","2021-02-03","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  62.4"," 6","  50.5"," 6","1016.5"," 6","958.9"," 6","  1.5"," 6","  1.9"," 6","  1.9","999.9","  74.1"," ","  49.3"," "," 0.00","G","999.9","000000"
"76393099999","2021-02-17","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  43.2"," 4","  35.2"," 4","1013.3"," 4","953.4"," 4","  1.1"," 4","  1.9"," 4","  1.9","999.9","  59.0"," ","  27.0"," "," 0.00","G","999.9","000000"
"76393099999","2021-02-27","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  71.6"," 5","  63.2"," 5","1007.9"," 5","951.8"," 5","  1.1"," 5","  2.3"," 5","  3.9","999.9","  85.3"," ","  65.8"," "," 0.00","G","999.9","000000"
"76393099999","2021-03-03","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  65.4"," 4","  44.9"," 4","1019.4"," 4","961.2"," 4","  2.8"," 4","  2.4"," 4","  3.9","999.9","  75.2","*","  57.2","*"," 0.00","G","999.9","000000"
"76393099999","2021-03-04","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  65.2"," 4","  52.0"," 4","1017.3"," 4","959.6"," 4","  1.5"," 4","  1.9"," 4","  1.9","999.9","  80.2"," ","  50.7"," "," 0.00","G","999.9","000000"
"76393099999","2021-03-08","25.7333333","-100.3","515.0","MONTERREY N.L., MX","  58.3"," 4","  55.8"," 4","1026.0"," 4","967.3"," 4","  1.0"," 4","  1.9"," 4","  1.9","999.9","  63.3"," ","  53.2"," "," 0.00","G","999.9","010000"
