"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"98429099999","2021-01-01","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.9","24","  68.4","24","1012.6"," 8","999.9"," 0","  6.9","24","  4.1","23","  8.0","999.9","  83.5"," ","  73.4","*"," 0.00","G","999.9","000000"
"98429099999","2021-01-02","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.0","24","  70.7","24","1011.9"," 8","999.9"," 0","  6.2","24","  5.0","24","  8.9","999.9","  87.8"," ","  73.6"," "," 0.00","I","999.9","000000"
"98429099999","2021-01-03","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  76.8","24","  74.3","24","1012.2"," 8","999.9"," 0","  5.1","23","  2.3","23","  5.1","999.9","  83.8"," ","  75.0","*"," 1.30","B","999.9","010000"
"98429099999","2021-01-04","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.9","24","  74.7","24","1012.3"," 8","999.9"," 0","  6.2","24","  3.7","23","  9.9","999.9","  90.3"," ","  73.9"," "," 0.00","B","999.9","010000"
"98429099999","2021-01-05","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.4","24","  73.4","24","1011.8"," 8","999.9"," 0","  6.0","24","  3.6","23","  8.0","999.9","  87.3"," ","  75.2","*"," 0.02","G","999.9","010000"
"98429099999","2021-01-06","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.5","24","  71.8","24","1010.5"," 8","999.9"," 0","  6.2","24","  4.4","24","  9.9","999.9","  91.9"," ","  72.7"," "," 0.02","G","999.9","010000"
"98429099999","2021-01-07","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.3","24","  73.2","24","1010.1"," 7","999.9"," 0","  6.2","24","  3.1","23","  8.0","999.9","  86.9"," ","  76.3"," "," 0.00","G","999.9","010000"
"98429099999","2021-01-08","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.0","24","  71.4","24","1010.2"," 8","999.9"," 0","  6.2","24","  3.7","24","  6.0","999.9","  86.7"," ","  76.3"," "," 0.00","G","999.9","000000"
"98429099999","2021-01-09","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  79.7","24","  67.4","24","1011.4"," 8","999.9"," 0","  6.2","24","  4.6","23"," 11.1"," 15.0","  87.8"," ","  76.3","*"," 0.00","I","999.9","000000"
"98429099999","2021-01-10","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.6","24","  66.4","24","1012.2"," 8","999.9"," 0","  6.2","24","  6.3","24"," 15.0"," 27.0","  86.4"," ","  73.4","*"," 0.00","I","999.9","000000"
"98429099999","2021-01-11","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.4","24","  67.4","24","1012.8"," 8","999.9"," 0","  6.2","24","  4.6","23"," 11.1"," 21.0","  84.2"," ","  72.9"," "," 0.00","I","999.9","000000"
"98429099999","2021-01-12","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.0","24","  66.1","24","1011.9"," 8","999.9"," 0","  6.2","24","  3.5","22","  9.9","999.9","  84.2","*","  73.4","*"," 0.00","I","999.9","000000"
"98429099999","2021-01-13","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.4","24","  69.8","24","1011.0"," 8","999.9"," 0","  6.1","24","  3.7","23","  8.0","999.9","  83.1"," ","  71.4"," "," 0.00","I","999.9","000000"
"98429099999","2021-01-14","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.6","24","  72.5","24","1010.4"," 8","999.9"," 0","  6.2","24","  3.6","23","  6.0","999.9","  88.2"," ","  73.9"," "," 0.00","I","999.9","000000"
"98429099999","2021-01-15","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.8","24","  72.0","24","1009.1"," 8","999.9"," 0","  6.2","24","  3.9","23","  8.0","999.9","  86.4"," ","  76.5","*"," 0.00","I","999.9","000000"
"98429099999","2021-01-16","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.7","24","  70.8","24","1009.5"," 8","999.9"," 0","  6.2","24","  5.0","23","  9.7","999.9","  86.9"," ","  75.9"," "," 0.00","I","999.9","000000"
"98429099999","2021-01-17","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.9","24","  69.8","24","1010.0"," 8","999.9"," 0","  6.2","24","  4.5","24","  8.9","999.9","  88.2"," ","  76.8"," "," 0.00","G","999.9","010000"
"98429099999","2021-01-18","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.6","24","  71.4","24","1010.2"," 8","999.9"," 0","  6.2","24","  4.1","24","  8.0","999.9","  86.4"," ","  76.6"," "," 0.00","G","999.9","000000"
"98429099999","2021-01-19","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.9","24","  72.9","24","1009.7"," 8","999.9"," 0","  6.1","24","  3.0","24","  6.0","999.9","  84.2"," ","  75.2","*"," 0.04","D","999.9","010000"
"98429099999","2021-01-20","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.1","24","  75.0","24","1009.6"," 8","999.9"," 0","  5.3","24","  3.6","22","  8.0","999.9","  82.8"," ","  75.2","*"," 1.18","C","999.9","010000"
"98429099999","2021-01-21","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.8","24","  76.5","24","1008.9"," 8","999.9"," 0","  6.2","24","  3.1","23","  6.0","999.9","  88.7"," ","  75.9"," ","99.99"," ","999.9","010000"
"98429099999","2021-01-22","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.3","24","  75.4","24","1008.7"," 7","999.9"," 0","  6.0","24","  3.9","24","  8.0","999.9","  88.7"," ","  75.2","*"," 0.00","G","999.9","010000"
"98429099999","2021-01-23","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.2","24","  75.6","24","1010.1"," 8","999.9"," 0","  6.1","24","  3.8","22","  9.9","999.9","  86.5"," ","  72.0"," "," 0.49","G","999.9","000000"
"98429099999","2021-01-24","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.8","24","  75.1","24","1010.9"," 8","999.9"," 0","  6.0","24","  3.7","24","  7.0","999.9","  90.9"," ","  77.0"," "," 0.00","G","999.9","010000"
"98429099999","2021-01-25","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.6","24","  74.7","24","1011.0"," 8","999.9"," 0","  6.1","24","  4.1","24","  8.9","999.9","  89.6","*","  75.2","*"," 0.00","G","999.9","010000"
"98429099999","2021-01-26","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.5","24","  74.5","24","1010.6"," 8","999.9"," 0","  6.2","24","  3.4","23","  7.0","999.9","  87.6"," ","  74.5"," "," 0.00","G","999.9","010000"
"98429099999","2021-01-27","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  79.1","24","  74.9","24","1010.8"," 8","999.9"," 0","  5.8","24","  3.0","23","  6.0","999.9","  85.1"," ","  75.2","*"," 0.00","G","999.9","010000"
"98429099999","2021-01-28","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  79.5","24","  70.7","24","1012.2"," 8","999.9"," 0","  6.1","24","  4.8","24","  7.0","999.9","  84.6"," ","  75.2","*"," 0.24","G","999.9","010000"
"98429099999","2021-01-29","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  79.6","24","  65.6","24","1013.1"," 8","999.9"," 0","  6.2","24","  7.8","24"," 15.9","999.9","  86.0","*","  74.7"," "," 0.06","G","999.9","000000"
"98429099999","2021-01-30","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  77.8","24","  63.9","24","1014.7"," 8","999.9"," 0","  6.2","24","  7.7","24"," 15.9"," 26.0","  85.6"," ","  71.6","*"," 0.00","G","999.9","000000"
"98429099999","2021-01-31","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.2","24","  66.9","24","1014.8"," 8","999.9"," 0","  6.2","24","  5.4","23"," 13.0"," 22.9","  86.7"," ","  70.9"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-01","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  79.6","24","  68.4","24","1014.0"," 6","999.9"," 0","  6.1","24","  4.9","24"," 11.1","999.9","  86.0","*","  72.5"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-02","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  79.7","24","  69.4","24","1013.5"," 8","999.9"," 0","  6.2","24","  3.8","24","  8.0","999.9","  87.8","*","  74.5"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-03","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.4","24","  69.2","24","1013.4"," 8","999.9"," 0","  6.2","23","  5.3","23"," 13.0"," 20.0","  90.3"," ","  74.1"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-04","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.9","24","  68.6","24","1013.4"," 8","999.9"," 0","  6.2","24","  5.1","24"," 12.0"," 20.0","  89.6","*","  74.1"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-05","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.9","24","  70.7","24","1012.8"," 8","999.9"," 0","  6.2","24","  4.7","23"," 12.0","999.9","  90.5"," ","  78.4","*"," 0.00","B","999.9","010000"
"98429099999","2021-02-06","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.2","24","  72.2","24","1012.2"," 8","999.9"," 0","  6.2","24","  4.3","23","  9.7","999.9","  86.0","*","  75.2","*"," 0.00","G","999.9","000000"
"98429099999","2021-02-07","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.5","24","  71.4","24","1011.7"," 8","999.9"," 0","  6.2","24","  4.6","23"," 12.0"," 22.0","  92.1"," ","  74.8"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-08","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.6","24","  69.6","24","1011.4"," 8","999.9"," 0","  6.2","24","  6.7","23"," 12.0","999.9","  90.0"," ","  75.2","*","99.99"," ","999.9","010000"
"98429099999","2021-02-09","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  77.9","22","  72.7","22","1010.4"," 7","999.9"," 0","  5.9","22","  3.9","22","  7.8","999.9","  83.7"," ","  75.0"," "," 0.00","G","999.9","010000"
"98429099999","2021-02-10","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.0","13","  72.7","13","1009.4"," 4","999.9"," 0","  6.1","13","  4.9","13","  8.9","999.9","  86.0","*","  75.4"," "," 0.55","G","999.9","010000"
"98429099999","2021-02-13","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  78.4","14","  72.9","14","1011.3"," 4","999.9"," 0","  6.2","14","  2.4","13","  5.1","999.9","  81.9"," ","  77.0","*"," 0.00","A","999.9","000000"
"98429099999","2021-02-14","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.4","24","  73.3","24","1011.0"," 8","999.9"," 0","  6.2","24","  4.2","22","  8.9","999.9","  87.1"," ","  76.3"," "," 0.02","G","999.9","000000"
"98429099999","2021-02-15","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.5","24","  71.1","24","1011.4"," 8","999.9"," 0","  6.2","24","  5.0","24","  9.9","999.9","  88.5"," ","  75.2","*"," 0.00","G","999.9","000000"
"98429099999","2021-02-16","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.6","24","  69.5","24","1011.8"," 8","999.9"," 0","  6.3","24","  4.8","24","  9.9","999.9","  88.9"," ","  73.4","*"," 0.00","I","999.9","000000"
"98429099999","2021-02-17","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  81.2","24","  69.5","24","1012.7"," 8","999.9"," 0","  6.2","24","  5.3","22"," 11.7","999.9","  89.6"," ","  72.0"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-18","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.1","24","  65.9","24","1014.7"," 7","999.9"," 0","  6.2","24","  6.7","24"," 13.6","999.9","  87.4"," ","  75.2","*"," 0.00","I","999.9","000000"
"98429099999","2021-02-19","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  80.1","13","  62.7","13","1014.7"," 4","999.9"," 0","  6.2","13","  8.6","13"," 13.0"," 22.0","  84.2","*","  73.8"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-21","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  75.0"," 7","  69.9"," 7","9999.9"," 0","999.9"," 0","  6.2"," 7","  2.3"," 6","  2.9","999.9","  77.2","*","  73.4","*"," 0.02","A","999.9","000000"
"98429099999","2021-02-22","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  77.6","24","  73.3","24","1009.9"," 8","999.9"," 0","  4.7","24","  3.1","23","  5.8","999.9","  80.6"," ","  73.9"," "," 0.04","C","999.9","010000"
"98429099999","2021-02-23","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  82.2","24","  74.9","24","1008.6"," 8","999.9"," 0","  5.9","24","  3.7","24","  8.9","999.9","  90.5"," ","  75.7"," "," 0.00","B","999.9","010000"
"98429099999","2021-02-24","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  83.6","24","  74.7","24","1008.0"," 7","999.9"," 0","  6.1","24","  5.0","24","  8.0","999.9","  93.2","*","  76.5"," "," 0.00","G","999.9","000000"
"98429099999","2021-02-25","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  83.8","24","  71.2","24","1007.7"," 8","999.9"," 0","  6.3","24","  5.0","24","  8.0","999.9","  92.1"," ","  75.2","*"," 0.00","I","999.9","000000"
"98429099999","2021-02-26","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  84.3","24","  72.7","24","1008.3"," 8","999.9"," 0","  6.2","24","  3.9","24","  7.0","999.9","  93.7"," ","  73.8"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-27","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  84.1","24","  74.2","24","1010.0"," 8","999.9"," 0","  6.1","24","  5.2","24","  8.9","999.9","  93.9"," ","  78.4"," "," 0.00","I","999.9","000000"
"98429099999","2021-02-28","14.508647","121.019581","22.86","NINOY AQUINO INTERNATIONAL, RP","  84.2","24","  73.7","24","1011.7"," 8","999.9"," 0","  6.2","24","  6.0","23","  9.9","999.9","  91.4"," ","  78.6"," "," 0.00","I","999.9","000000"
